,Id,decision,GestartOp,name,StemmenVoor,StemmenTegen,StemmenNietDeelgenomen,ActorFractie,ActorNaam,IndienerNaam,IndienerFractie,MedeIndienerNaam,MedeIndienerFractie,topic,Afgedaan
10,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),19,0,0,D66,D66,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
11,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),19,0,0,D66,D66,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
12,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),3,0,0,DENK,DENK,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
13,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),3,0,0,DENK,DENK,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
14,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),3,0,0,DENK,DENK,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
15,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),2,0,0,FvD,FvD,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
16,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),2,0,0,FvD,FvD,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
17,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),2,0,0,FvD,FvD,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
18,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),14,0,0,GroenLinks,GroenLinks,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
19,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),14,0,0,GroenLinks,GroenLinks,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
20,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),14,0,0,GroenLinks,GroenLinks,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
21,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),9,0,0,PvdA,PvdA,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
22,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),9,0,0,PvdA,PvdA,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
23,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),9,0,0,PvdA,PvdA,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
24,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),4,0,0,PvdD,PvdD,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
25,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),4,0,0,PvdD,PvdD,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
26,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),4,0,0,PvdD,PvdD,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
27,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,20,0,PVV,PVV,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
28,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,20,0,PVV,PVV,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
29,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,20,0,PVV,PVV,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
30,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),3,0,0,SGP,SGP,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
31,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),3,0,0,SGP,SGP,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
32,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),3,0,0,SGP,SGP,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
33,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),14,0,0,SP,SP,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
34,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),14,0,0,SP,SP,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
35,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),14,0,0,SP,SP,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
36,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,1,0,Van Haga,Van Haga,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
37,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,1,0,Van Haga,Van Haga,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
38,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,1,0,Van Haga,Van Haga,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
39,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),1,0,0,Van Kooten-Arissen,Van Kooten-Arissen,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
40,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),1,0,0,Van Kooten-Arissen,Van Kooten-Arissen,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
41,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),1,0,0,Van Kooten-Arissen,Van Kooten-Arissen,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
42,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,32,0,VVD,VVD,W.L. de Pater-Postma,CDA,C.M. van Brenk,50PLUS,Begrotingsstaten IenW,TRUE
43,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,32,0,VVD,VVD,W.L. de Pater-Postma,CDA,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
44,2019Z20030,1,29/10/2019 0:00,Gewijzigde motie van het lid De Pater-Postma c.s. over aangeven van de maximumsnelheid op matrixborden (t.v.v. 35300-XII-25),0,32,0,VVD,VVD,W.L. de Pater-Postma,CDA,C. Laçin,SP,Begrotingsstaten IenW,TRUE
45,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),4,0,0,50PLUS,50PLUS,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
46,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),0,19,0,CDA,CDA,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
47,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),5,0,0,ChristenUnie,ChristenUnie,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
48,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),19,0,0,D66,D66,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
49,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),3,0,0,DENK,DENK,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
50,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),0,2,0,FvD,FvD,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
51,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),14,0,0,GroenLinks,GroenLinks,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
52,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),9,0,0,PvdA,PvdA,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
53,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),4,0,0,PvdD,PvdD,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
54,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),0,20,0,PVV,PVV,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
55,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),3,0,0,SGP,SGP,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
56,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),14,0,0,SP,SP,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
57,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),0,1,0,Van Haga,Van Haga,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
58,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),1,0,0,Van Kooten-Arissen,Van Kooten-Arissen,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
59,2019Z20035,1,29/10/2019 0:00,Gewijzigde motie van de leden Moorlag en Dik-Faber over een proeftuin circulaire wijken en dorpen (t.v.v. 35300-XII-38),0,32,0,VVD,VVD,W.J. Moorlag,PvdA,R.K. Dik-Faber,ChristenUnie,Begrotingsstaten IenW,TRUE
60,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),4,0,0,50PLUS,50PLUS,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
61,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),4,0,0,50PLUS,50PLUS,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
62,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),19,0,0,CDA,CDA,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
63,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),19,0,0,CDA,CDA,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
64,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),5,0,0,ChristenUnie,ChristenUnie,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
65,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),5,0,0,ChristenUnie,ChristenUnie,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
66,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),19,0,0,D66,D66,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
67,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),19,0,0,D66,D66,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
68,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),3,0,0,DENK,DENK,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
69,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),3,0,0,DENK,DENK,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
70,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),2,0,0,FvD,FvD,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
71,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),2,0,0,FvD,FvD,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
72,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),14,0,0,GroenLinks,GroenLinks,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
73,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),14,0,0,GroenLinks,GroenLinks,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
74,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),9,0,0,PvdA,PvdA,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
75,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),9,0,0,PvdA,PvdA,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
76,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),0,4,0,PvdD,PvdD,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
77,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),0,4,0,PvdD,PvdD,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
78,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),20,0,0,PVV,PVV,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
79,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),20,0,0,PVV,PVV,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
80,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),3,0,0,SGP,SGP,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
81,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),3,0,0,SGP,SGP,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
82,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),14,0,0,SP,SP,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
83,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),14,0,0,SP,SP,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
84,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),1,0,0,Van Haga,Van Haga,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
85,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),1,0,0,Van Haga,Van Haga,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
86,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),1,0,0,Van Kooten-Arissen,Van Kooten-Arissen,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
87,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),1,0,0,Van Kooten-Arissen,Van Kooten-Arissen,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
88,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),32,0,0,VVD,VVD,E. Ziengs,VVD,M.R.H.M. von Martels,CDA,Begrotingsstaten IenW,TRUE
89,2019Z20336,1,29/10/2019 0:00,Gewijzigde motie van het lid Ziengs c.s. over een taskforce voor de PFAS-problematiek (t.v.v. 35300-XII-21),32,0,0,VVD,VVD,E. Ziengs,VVD,C. Stoffer,SGP,Begrotingsstaten IenW,TRUE
90,2019Z20608,1,29/10/2019 0:00,Motie van het lid Belhaj c.s. over na aanname van de Rijkswet per direct voorlichting starten,4,0,0,50PLUS,50PLUS,S. Belhaj,D66,N. Özütok,GroenLinks,Rijkswet inperking gevolgen Brexit,TRUE
91,2019Z20608,1,29/10/2019 0:00,Motie van het lid Belhaj c.s. over na aanname van de Rijkswet per direct voorlichting starten,4,0,0,50PLUS,50PLUS,S. Belhaj,D66,A. (Anne) Mulder,VVD,Rijkswet inperking gevolgen Brexit,TRUE
92,2019Z20608,1,29/10/2019 0:00,Motie van het lid Belhaj c.s. over na aanname van de Rijkswet per direct voorlichting starten,19,0,0,CDA,CDA,S. Belhaj,D66,N. Özütok,GroenLinks,Rijkswet inperking gevolgen Brexit,TRUE
93,2019Z20608,1,29/10/2019 0:00,Motie van het lid Belhaj c.s. over na aanname van de Rijkswet per direct voorlichting starten,19,0,0,CDA,CDA,S. Belhaj,D66,A. (Anne) Mulder,VVD,Rijkswet inperking gevolgen Brexit,TRUE
94,2019Z20608,1,29/10/2019 0:00,Motie van het lid Belhaj c.s. over na aanname van de Rijkswet per direct voorlichting starten,5,0,0,ChristenUnie,ChristenUnie,S. Belhaj,D66,N. Özütok,GroenLinks,Rijkswet inperking gevolgen Brexit,TRUE
